City,Magnitude,MMI,CDI,Latitude,Longitude,Time,Year,Month,Day
"12km W of Salton City, CA",4.27,,,33.3,-116.08,09:57:45,1954,03,19
"12km W of Salton City, CA",4.53,5.38,,33.3,-116.08,09:57:05,1954,03,19
"12km W of Salton City, CA",4.79,5.67,,33.3,-116.08,09:55:56,1954,03,19
"12km W of Salton City, CA",6.4,7.583,,33.2985,-116.0805,09:54:27,1954,03,19
"15km NNW of Ocotillo Wells, CA",4.23,,,33.2681667,-116.1988333,06:03:53,1954,03,20
"12km NNE of Ocotillo Wells, CA",4.74,5.86,,33.2463333,-116.0788333,04:19:18,1954,03,20
"8km WSW of Salton City, CA",4.93,6.07,,33.2623333,-116.0353333,04:14:48,1954,03,23
"6km SW of Gonzales, CA",4.47,,,36.46,-121.4881667,15:43:30,1954,03,27
"41km WSW of Shoshone, CA",4.22,,,35.8303333,-116.6946667,17:07:37,1954,04,09
"98km SSE of Maneadero, B.C., MX",4.01,,,30.8898333,-116.1933333,01:20:50,1954,04,19
"3 km WNW of Aromas, California",4.3,,,36.9,-121.683,18:50:13,1954,04,22
"4 km ESE of Interlaken, California",5.3,,,36.933,-121.683,20:33:28,1954,04,25
"14km NNE of Cabazon, CA",4.06,,,34.0403333,-116.741,00:36:23,1954,04,30
"23km SW of Bodfish, CA",4.09,,,35.4375,-118.6625,22:04:38,1954,05,01
"7km WNW of Grapevine, CA",5.03,5.88,,34.9681667,-119.0023333,23:52:43,1954,05,23
"134km S of Estacion Coahuila, B.C., MX",5.18,,,31.0101667,-115.2378333,08:06:14,1954,05,31
"76 km E of Tonopah, Nevada",4.9,,,38.17,-116.37,10:43:13,1954,07,02
"22 km SE of Fallon Station, Nevada",6.23,7.276,,39.3,-118.5,22:07:41,1954,07,06
"16 km E of Fallon Station, Nevada",4.5,,,39.42,-118.53,14:55:15,1954,07,06
"16 km E of Fallon Station, Nevada",4.5,,,39.42,-118.53,13:36:01,1954,07,06
"16 km E of Fallon Station, Nevada",5.2,,,39.42,-118.53,13:15:11,1954,07,06
"16 km E of Fallon Station, Nevada",4.5,,,39.42,-118.53,12:53:59,1954,07,06
"16 km E of Fallon Station, Nevada",5.7,,,39.42,-118.53,11:49:00,1954,07,06
"16 km E of Fallon Station, Nevada",4.5,,,39.42,-118.53,11:41:00,1954,07,06
"16 km E of Fallon Station, Nevada",4.8,,,39.42,-118.53,11:26:55,1954,07,06
"16 km E of Fallon Station, Nevada",5.5,,,39.42,-118.53,11:18:04,1954,07,06
"The 1954 Rainbow Mountain Earthquake, Nevada",6.2,7.558,,39.42,-118.53,11:13:20,1954,07,06
"16 km E of Fallon Station, Nevada",4.6,,,39.42,-118.53,06:11:08,1954,07,07
"16 km E of Fallon Station, Nevada",5.3,,,39.42,-118.53,19:31:57,1954,07,08
"16 km E of Fallon Station, Nevada",4.7,,,39.42,-118.53,12:55:10,1954,07,08
"16 km E of Fallon Station, Nevada",4.5,,,39.42,-118.53,04:08:19,1954,07,08
"16 km E of Fallon Station, Nevada",4.8,,,39.42,-118.53,02:13:55,1954,07,08
"16 km E of Fallon Station, Nevada",4.9,,,39.42,-118.53,08:50:03,1954,07,09
"16 km E of Fallon Station, Nevada",4.6,,,39.42,-118.53,01:22:20,1954,07,10
"16 km E of Fallon Station, Nevada",4.6,,,39.42,-118.53,09:58:12,1954,07,11
"16 km E of Fallon Station, Nevada",4.6,,,39.42,-118.53,07:04:00,1954,07,11
"16 km E of Fallon Station, Nevada",4.6,,,39.42,-118.53,16:05:25,1954,07,12
"16 km E of Fallon Station, Nevada",4.5,,,39.42,-118.53,10:17:06,1954,07,12
"76km E of Maneadero, B.C., MX",4.79,5.72,,31.6258333,-115.7726667,20:01:55,1954,07,19
"74 km E of Tonopah, Nevada",5.0,,,38.2,-116.4,00:11:38,1954,07,20
"16 km E of Fallon Station, Nevada",5.1,,,39.42,-118.53,02:00:10,1954,07,30
"16 km E of Fallon Station, Nevada",4.5,,,39.42,-118.53,17:24:14,1954,07,31
"16 km E of Fallon Station, Nevada",5.4,,,39.42,-118.53,10:18:53,1954,08,02
"16 km E of Fallon Station, Nevada",4.7,,,39.42,-118.53,21:24:54,1954,08,03
"16 km E of Fallon Station, Nevada",4.7,,,39.42,-118.53,05:03:08,1954,08,05
"43km N of Dixon Lane-Meadow Creek, CA",4.27,,,37.7651667,-118.3338333,08:00:45,1954,08,20
"29 km NE of Fallon Station, Nevada",5.2,,,39.58,-118.45,05:57:46,1954,08,24
"The 1954 Stillwater Earthquake, Nevada",6.56,6.672,,39.58,-118.45,05:51:32,1954,08,24
"29 km NE of Fallon Station, Nevada",4.7,,,39.58,-118.45,22:21:10,1954,08,25
"29 km NE of Fallon Station, Nevada",4.8,,,39.58,-118.45,02:17:13,1954,08,25
"18km S of Santa Cruz Is. (E end), CA",4.76,3.68,,33.87,-119.5406667,13:48:01,1954,08,26
"29 km NE of Fallon Station, Nevada",4.6,,,39.58,-118.45,12:56:15,1954,08,26
"29 km NE of Fallon Station, Nevada",4.8,,,39.58,-118.45,03:58:05,1954,08,29
"29 km NE of Fallon Station, Nevada",4.7,,,39.58,-118.45,03:41:06,1954,08,29
"29 km NE of Fallon Station, Nevada",5.8,6.391,,39.58,-118.45,22:20:32,1954,08,31
"29 km NE of Fallon Station, Nevada",5.5,,,39.58,-118.45,05:18:46,1954,09,01
"29 km NE of Fallon Station, Nevada",4.9,,,39.58,-118.45,09:21:05,1954,09,09
"77km ESE of Maneadero, B.C., MX",4.02,,,31.4135,-115.8385,12:11:11,1954,09,10
"50 km SW of Rodolfo Sánchez Taboada, Mexico",6.4,5.926,,31.377,-116.923,22:57:23,1954,10,17
"127km SSW of Maneadero, B.C., MX",5.77,,,30.6101667,-116.9056667,22:57:05,1954,10,17
"54km SE of Maneadero, B.C., MX",4.02,,,31.4378333,-116.1063333,20:59:51,1954,10,24
"37km ESE of Maneadero, B.C., MX",4.03,,,31.5403333,-116.2341667,18:11:39,1954,10,24
"43km E of Maneadero, B.C., MX",4.36,,,31.6993333,-116.112,14:06:10,1954,10,24
"76km SW of Alberto Oviedo Mota, B.C., MX",4.18,,,31.7431667,-115.7398333,11:30:12,1954,10,24
"36km ESE of Maneadero, B.C., MX",5.13,6.0,,31.6001667,-116.2115,11:21:32,1954,10,24
"59km E of Maneadero, B.C., MX",4.17,,,31.7373333,-115.941,11:21:05,1954,10,24
"36km ESE of Maneadero, B.C., MX",4.33,,,31.6123333,-116.203,10:42:26,1954,10,24
"42km ESE of Maneadero, B.C., MX",5.92,7.36,,31.6075,-116.1365,09:44:10,1954,10,24
"30km ESE of Maneadero, B.C., MX",4.22,,,31.6373333,-116.2685,04:11:09,1954,10,24
"31km ESE of Maneadero, B.C., MX",4.13,,,31.6248333,-116.257,03:11:34,1954,10,24
"43km SE of Maneadero, B.C., MX",4.37,,,31.4895,-116.1943333,17:05:53,1954,10,25
"31km ESE of Maneadero, B.C., MX",4.23,,,31.5921667,-116.2726667,06:30:59,1954,10,25
"10km ENE of Trabuco Canyon, CA",4.05,,,33.7085,-117.4883333,16:22:25,1954,10,26
"39km NW of Desert Center, CA",4.49,,,33.9995,-115.6406667,02:02:44,1954,10,30
"40km ESE of Maneadero, B.C., MX",4.4,,,31.5931667,-116.1726667,22:21:25,1954,11,12
"35km ESE of Maneadero, B.C., MX",4.62,5.35,,31.5938333,-116.2301667,20:19:57,1954,11,12
"32km ESE of Maneadero, B.C., MX",4.48,,,31.6415,-116.243,17:24:56,1954,11,12
"104km SSE of Maneadero, B.C., MX",4.33,,,30.8468333,-116.1708333,16:17:15,1954,11,12
"33km ESE of Maneadero, B.C., MX",4.56,5.43,,31.6543333,-116.2236667,15:48:52,1954,11,12
"24km ESE of Maneadero, B.C., MX",4.21,,,31.662,-116.3248333,14:34:53,1954,11,12
"29km ESE of Maneadero, B.C., MX",4.05,,,31.6238333,-116.2835,13:56:44,1954,11,12
"44km WSW of Alberto Oviedo Mota, B.C., MX",4.07,,,32.0176667,-115.5623333,13:45:06,1954,11,12
"37km ESE of Maneadero, B.C., MX",4.8,5.44,,31.6,-116.2,13:16:49,1954,11,12
"38km ESE of Maneadero, B.C., MX",4.38,,,31.6258333,-116.1816667,13:16:26,1954,11,12
"32km E of Maneadero, B.C., MX",4.7,5.72,,31.7195,-116.2298333,12:34:56,1954,11,12
"30km ENE of Ensenada, B.C., MX",6.09,7.641,,31.9343333,-116.3126667,12:26:53,1954,11,12
"40km ESE of Maneadero, B.C., MX",4.27,,,31.6103333,-116.1678333,16:23:44,1954,11,13
"43km S of Progreso, B.C., MX",4.41,,,32.1996667,-115.657,10:19:04,1954,11,13
"33km ESE of Maneadero, B.C., MX",4.09,,,31.633,-116.2288333,23:05:38,1954,11,14
"81km ESE of Maneadero, B.C., MX",4.15,,,31.3161667,-115.8511667,16:04:36,1954,11,14
"40km ESE of Maneadero, B.C., MX",5.16,5.96,,31.5608333,-116.1876667,05:36:21,1954,11,14
"37km E of Maneadero, B.C., MX",4.02,,,31.6833333,-116.1768333,02:17:30,1954,11,14
"30km E of Maneadero, B.C., MX",4.62,5.33,,31.6841667,-116.2525,00:57:41,1954,11,14
"14km NNE of Ojai, CA",4.29,,,34.562,-119.1835,23:03:52,1954,11,17
"24km ESE of Maneadero, B.C., MX",4.73,5.44,,31.6265,-116.3386667,11:55:18,1954,11,17
"17km NNE of Olancha, CA",4.13,,,36.4168333,-117.9061667,07:23:57,1954,11,17
"46km E of Maneadero, B.C., MX",4.41,,,31.658,-116.083,14:06:45,1954,11,25
"42km ESE of Maneadero, B.C., MX",4.13,,,31.6376667,-116.1325,19:38:26,1954,11,27
"67km SSE of Maneadero, B.C., MX",4.0,,,31.1848333,-116.2325,13:50:39,1954,11,28
"40km E of Maneadero, B.C., MX",4.08,,,31.6951667,-116.1446667,14:07:04,1954,11,29
"31km E of Maneadero, B.C., MX",4.26,,,31.6976667,-116.2376667,07:33:07,1954,12,11
"28km SE of Maneadero, B.C., MX",4.29,,,31.559,-116.3373333,19:22:03,1954,12,13
"48 km NNW of Gabbs, Nevada",4.5,,,39.28,-118.12,21:48:43,1954,12,16
"48 km NNW of Gabbs, Nevada",5.1,,,39.28,-118.12,15:09:42,1954,12,16
"48 km NNW of Gabbs, Nevada",5.3,,,39.28,-118.12,14:24:10,1954,12,16
"48 km NNW of Gabbs, Nevada",5.8,,,39.28,-118.12,14:16:57,1954,12,16
"48 km NNW of Gabbs, Nevada",5.0,,,39.28,-118.12,13:15:03,1954,12,16
"48 km NNW of Gabbs, Nevada",5.0,,,39.28,-118.12,11:57:30,1954,12,16
"48 km NNW of Gabbs, Nevada",5.0,,,39.28,-118.12,11:50:36,1954,12,16
"The 1954 Fairview Peak Earthquake, Nevada",7.26,7.662,,39.283,-118.117,11:07:11,1954,12,16
"48 km NNW of Gabbs, Nevada",5.0,,,39.28,-118.12,20:27:06,1954,12,17
"48 km NNW of Gabbs, Nevada",4.7,,,39.28,-118.12,10:33:29,1954,12,17
"48 km NNW of Gabbs, Nevada",4.5,,,39.28,-118.12,10:15:26,1954,12,17
"2 km ESE of San Leandro, California",4.5,,,37.717,-122.133,07:08:58,1954,12,17
"48 km NNW of Gabbs, Nevada",4.7,,,39.28,-118.12,01:45:36,1954,12,18
"48 km NNW of Gabbs, Nevada",5.0,,,39.28,-118.12,17:36:47,1954,12,20
"16 km NNW of Gabbs, Nevada",5.1,,,39.0,-118.0,12:13:54,1955,01,01
"50km SSW of Estacion Coahuila, B.C., MX",4.07,,,31.7526667,-115.1068333,15:38:17,1955,01,07
"16 km NNW of Gabbs, Nevada",5.0,,,39.0,-118.0,09:10:50,1955,01,09
"16 km NNW of Gabbs, Nevada",4.7,,,39.0,-118.0,10:21:40,1955,01,11
"6km WNW of Grapevine, CA",4.28,,,34.955,-118.992,01:03:06,1955,01,15
"40 km E of Fallon Station, Nevada",4.6,,,39.35,-118.25,02:10:10,1955,01,19
"85km ESE of Maneadero, B.C., MX",4.22,,,31.509,-115.7036667,12:36:26,1955,01,22
"16 km NNW of Gabbs, Nevada",4.7,,,39.0,-118.0,23:26:46,1955,01,25
"8km ENE of Desert Center, CA",4.31,,,33.7475,-115.3266667,12:10:18,1955,01,28
"26km NE of Arvin, CA",4.4,,,35.366,-118.6158333,19:44:30,1955,02,11
"53 km E of Fallon Station, Nevada",4.7,,,39.47,-118.1,16:12:32,1955,02,11
"54km ENE of Ensenada, B.C., MX",4.53,5.3,,32.0695,-116.1041667,15:27:28,1955,02,18
"49 km NNE of Gabbs, Nevada",4.8,,,39.3,-117.8,23:50:07,1955,02,19
"43km ESE of Maneadero, B.C., MX",4.26,,,31.6071667,-116.1311667,15:12:00,1955,02,20
"22km NNW of Lake Nacimiento, CA",4.77,,,35.902,-120.9985,15:59:00,1955,03,02
"27 km SSE of Fallon Station, Nevada",4.5,,,39.2,-118.55,20:05:17,1955,03,08
"50 km NNW of Gabbs, Nevada",4.5,,,39.3,-118.1,14:23:16,1955,03,11
"59 km ENE of Fallon Station, Nevada",4.6,,,39.57,-118.05,08:41:04,1955,03,13
"40 km E of Fallon Station, Nevada",4.7,,,39.42,-118.25,18:23:47,1955,03,14
"8km SW of Hermosillo, B.C., MX",4.89,,,32.4658333,-114.989,10:43:07,1955,04,25
"18 km WNW of Gabbs, Nevada",4.5,,,38.933,-118.117,10:38:31,1955,05,08
"23km SSE of Salton City, CA",4.06,,,33.109,-115.8563333,04:38:40,1955,05,10
"22km ESE of Lake Isabella, CA",4.51,,,35.538,-118.2473333,19:44:20,1955,05,28
"61 km N of Gabbs, Nevada",4.5,,,39.42,-118.0,21:28:26,1955,05,30
"21 km W of Gabbs, Nevada",4.5,,,38.88,-118.17,12:22:11,1955,06,08
"27 km ENE of Schurz, Nevada",5.0,,,39.0,-118.5,19:25:16,1955,06,19
"30 km WNW of Gabbs, Nevada",5.2,,,38.97,-118.25,19:20:00,1955,06,19
"14km ENE of Big Bear City, CA",4.1,,,34.2946667,-116.7031667,16:29:39,1955,07,02
"21 km S of Hawthorne, Nevada",5.2,,,38.33,-118.67,10:35:35,1955,08,08
"24km SW of Bodfish, CA",4.48,,,35.4136667,-118.638,03:21:50,1955,08,08
"26km ESE of Maneadero, B.C., MX",4.64,5.31,,31.6213333,-116.3123333,17:46:19,1955,08,11
"25km NE of Arvin, CA",4.06,,,35.3871667,-118.6628333,17:05:40,1955,08,24
"3km WSW of Bombay Beach, CA",4.13,,,33.3355,-115.7618333,05:23:24,1955,08,26
"3 km ESE of East Foothills, California",5.5,6.548,,37.367,-121.783,02:01:18,1955,09,05
"45 km NNW of Gabbs, Nevada",4.5,,,39.22,-118.2,05:40:51,1955,09,29
"2 km SW of Concord, California",5.4,,,37.967,-122.05,04:10:44,1955,10,24
"5km N of Brawley, CA",4.12,,,33.0216667,-115.5243333,17:49:40,1955,10,25
"35km SW of Mendota, CA",4.87,,,36.572,-120.6995,19:40:03,1955,11,02
"58 km E of Fallon Station, Nevada",4.6,,,39.5,-118.05,06:15:17,1955,11,02
"28km WNW of West Bishop, CA",4.13,,,37.4506667,-118.7548333,02:40:52,1955,11,08
"24km NE of Arvin, CA",4.4,,,35.3798333,-118.6726667,20:55:27,1955,11,21
"54 km E of Fallon Station, Nevada",5.5,,,39.42,-118.08,20:25:33,1955,11,21
"48km E of Maneadero, B.C., MX",5.31,,,31.721,-116.0635,17:36:00,1955,11,26
"0km NNE of Westmorland, CA",4.17,,,33.0411667,-115.6196667,19:05:44,1955,12,17
"5km SE of Brawley, CA",4.59,,,32.953,-115.486,06:52:02,1955,12,17
"4km NE of Brawley, CA",4.13,,,33.0,-115.5,06:17:34,1955,12,17
"6km ESE of Brawley, CA",5.26,,,32.9551667,-115.4718333,06:07:27,1955,12,17
"4km E of Brawley, CA",4.38,,,32.9833333,-115.4831667,05:17:19,1955,12,17
"10 km ENE of Schurz, Nevada",4.6,,,38.98,-118.7,12:06:54,1955,12,22
"10 km ENE of Schurz, Nevada",4.8,,,38.98,-118.7,12:05:07,1955,12,22
"17 km NNW of Gabbs, Nevada",4.5,,,39.0,-118.03,13:51:04,1955,12,31
"40km S of Ocotillo, CA",4.64,,,32.3735,-116.0385,14:24:01,1956,01,03
"14km NE of Trabuco Canyon, CA",4.71,,,33.7528333,-117.4906667,00:25:49,1956,01,03
"34km E of Maneadero, B.C., MX",4.0,,,31.7356667,-116.2126667,08:32:43,1956,01,17
"10km N of Castaic, CA",4.38,,,34.579,-118.6013333,03:16:38,1956,02,07
"8km N of Castaic, CA",4.05,,,34.5625,-118.6151667,02:16:56,1956,02,07
"63km E of Maneadero, B.C., MX",4.5,,,31.7,-115.9,23:56:00,1956,02,09
"36km E of Maneadero, B.C., MX",4.8,,,31.737,-116.1815,21:07:11,1956,02,09
"75km SW of Alberto Oviedo Mota, B.C., MX",5.56,7.016,,31.7816667,-115.7666667,18:48:44,1956,02,09
"54km E of Maneadero, B.C., MX",4.68,,,31.6931667,-115.9931667,17:50:34,1956,02,09
"63km E of Maneadero, B.C., MX",4.6,,,31.7,-115.9,17:47:00,1956,02,09
"72km ESE of Maneadero, B.C., MX",4.74,,,31.5101667,-115.8471667,17:23:13,1956,02,09
"54km ESE of Maneadero, B.C., MX",4.8,,,31.501,-116.0518333,17:07:44,1956,02,09
"42km ESE of Maneadero, B.C., MX",5.58,7.07,,31.6146667,-116.1346667,16:59:53,1956,02,09
"113km SE of Maneadero, B.C., MX",5.89,7.252,,31.0435,-115.677,16:29:49,1956,02,09
"46km ESE of Maneadero, B.C., MX",4.41,,,31.6,-116.1,16:11:19,1956,02,09
"46km ESE of Maneadero, B.C., MX",4.19,,,31.6,-116.1,15:58:33,1956,02,09
"46km ESE of Maneadero, B.C., MX",4.73,,,31.6,-116.1,15:45:00,1956,02,09
"46km ESE of Maneadero, B.C., MX",4.55,,,31.6,-116.1,15:41:00,1956,02,09
"66km ESE of Maneadero, B.C., MX",6.2,7.696,,31.5171667,-115.915,15:24:24,1956,02,09
"59km SE of Maneadero, B.C., MX",5.36,,,31.3705,-116.099,15:01:36,1956,02,09
"36km ENE of Maneadero, B.C., MX",4.47,,,31.8,-116.2,14:50:26,1956,02,09
"36km ENE of Maneadero, B.C., MX",4.7,,,31.8,-116.2,14:48:34,1956,02,09
"36km ENE of Maneadero, B.C., MX",4.91,,,31.8,-116.2,14:46:26,1956,02,09
"36km ENE of Maneadero, B.C., MX",4.37,,,31.8,-116.2,14:45:52,1956,02,09
"36km ENE of Maneadero, B.C., MX",5.6,7.126,,31.8,-116.2,14:34:15,1956,02,09
"34km ENE of Maneadero, B.C., MX",6.8,7.893,,31.8321667,-116.2308333,14:32:41,1956,02,09
"40km E of Maneadero, B.C., MX",4.56,,,31.6708333,-116.1426667,14:16:25,1956,02,09
"54km E of Maneadero, B.C., MX",4.5,,,31.75,-116.0,19:48:00,1956,02,10
"43km ESE of Maneadero, B.C., MX",5.43,6.31,,31.609,-116.1346667,18:12:54,1956,02,10
"24km E of Maneadero, B.C., MX",4.78,,,31.6805,-116.3135,15:09:32,1956,02,10
"44km E of Maneadero, B.C., MX",4.77,,,31.671,-116.1041667,14:30:12,1956,02,10
"55km ESE of Maneadero, B.C., MX",4.6,,,31.6,-116.0,13:42:00,1956,02,10
"54km E of Maneadero, B.C., MX",4.5,,,31.75,-116.0,12:30:00,1956,02,10
"54km E of Maneadero, B.C., MX",4.5,,,31.75,-116.0,11:41:00,1956,02,10
"81km ESE of Maneadero, B.C., MX",4.77,,,31.4896667,-115.7523333,07:33:44,1956,02,10
"54km E of Maneadero, B.C., MX",4.6,,,31.75,-116.0,05:55:00,1956,02,10
"54km E of Maneadero, B.C., MX",4.5,,,31.75,-116.0,04:39:00,1956,02,10
"54km E of Maneadero, B.C., MX",4.5,,,31.75,-116.0,04:23:00,1956,02,10
"54km E of Maneadero, B.C., MX",4.6,,,31.75,-116.0,04:20:00,1956,02,10
"83km SSW of Alberto Oviedo Mota, B.C., MX",5.02,,,31.5745,-115.605,04:18:16,1956,02,10
"54km E of Maneadero, B.C., MX",4.5,,,31.75,-116.0,03:57:00,1956,02,10
"54km E of Maneadero, B.C., MX",4.5,,,31.75,-116.0,02:53:00,1956,02,10
"54km E of Maneadero, B.C., MX",4.5,,,31.75,-116.0,00:32:00,1956,02,10
"44km E of Maneadero, B.C., MX",4.32,,,31.7,-116.1,00:13:00,1956,02,10
"18km SE of Maneadero, B.C., MX",4.41,,,31.597,-116.441,00:05:30,1956,02,10
"46km ESE of Maneadero, B.C., MX",4.41,,,31.6,-116.1,16:59:00,1956,02,11
"68km ESE of Maneadero, B.C., MX",5.37,,,31.4261667,-115.9403333,06:24:28,1956,02,11
"41km E of Maneadero, B.C., MX",4.89,5.94,,31.7313333,-116.1338333,06:11:26,1956,02,11
"72km ESE of Maneadero, B.C., MX",4.94,,,31.4941667,-115.8503333,05:19:06,1956,02,11
"41km E of Maneadero, B.C., MX",4.96,5.87,,31.6488333,-116.1365,02:57:47,1956,02,11
"87km SSW of Alberto Oviedo Mota, B.C., MX",4.7,,,31.5,-115.5,22:07:00,1956,02,14
"70km ESE of Maneadero, B.C., MX",4.56,,,31.45,-115.9,18:41:14,1956,02,14
"44km SE of Maneadero, B.C., MX",4.64,,,31.4291667,-116.2415,18:40:36,1956,02,14
"50km SE of Maneadero, B.C., MX",4.53,,,31.4108333,-116.1818333,18:39:08,1956,02,14
"129km SE of Maneadero, B.C., MX",6.43,7.809,,31.0201667,-115.4816667,18:33:28,1956,02,14
"90km SSW of Alberto Oviedo Mota, B.C., MX",5.09,,,31.4565,-115.4521667,14:45:31,1956,02,14
"46km ESE of Maneadero, B.C., MX",4.26,,,31.6,-116.1,06:48:00,1956,02,14
"82km S of Alberto Oviedo Mota, B.C., MX",4.9,5.66,,31.5035,-115.3103333,18:54:44,1956,02,15
"87km SSW of Alberto Oviedo Mota, B.C., MX",4.5,,,31.5,-115.5,09:31:00,1956,02,15
"86km SSW of Alberto Oviedo Mota, B.C., MX",5.06,,,31.4731667,-115.3578333,08:35:53,1956,02,15
"57km S of Alberto Oviedo Mota, B.C., MX",5.21,6.35,,31.7213333,-115.2528333,07:07:47,1956,02,15
"87km SSW of Alberto Oviedo Mota, B.C., MX",4.6,,,31.5,-115.5,07:04:00,1956,02,15
"87km SSW of Alberto Oviedo Mota, B.C., MX",4.5,,,31.5,-115.5,06:43:00,1956,02,15
"87km SSW of Alberto Oviedo Mota, B.C., MX",4.6,,,31.5,-115.5,06:00:00,1956,02,15
"87km SSW of Alberto Oviedo Mota, B.C., MX",4.5,,,31.5,-115.5,02:40:00,1956,02,15
"88km SSE of Maneadero, B.C., MX",5.33,,,30.982,-116.2263333,02:28:37,1956,02,15
"82km SE of Maneadero, B.C., MX",4.84,,,31.25,-115.9,01:20:43,1956,02,15
"47 km E of San Vicente, Mexico",6.3,7.264,,31.265,-115.753,01:20:42,1956,02,15
"90km ESE of Maneadero, B.C., MX",5.06,,,31.374,-115.7025,08:12:28,1956,02,16
"106km ESE of Maneadero, B.C., MX",4.94,,,31.3136667,-115.5536667,05:53:01,1956,02,16
"91km ESE of Maneadero, B.C., MX",4.57,,,31.4963333,-115.6393333,01:30:09,1956,02,16
"93km SSW of Alberto Oviedo Mota, B.C., MX",4.63,,,31.4848333,-115.6145,10:40:03,1956,02,17
"79km SSW of Alberto Oviedo Mota, B.C., MX",4.83,5.55,,31.5661667,-115.4845,09:25:04,1956,02,17
"87km SSW of Alberto Oviedo Mota, B.C., MX",4.7,,,31.5,-115.5,06:25:00,1956,02,17
"87km SSW of Alberto Oviedo Mota, B.C., MX",4.5,,,31.5,-115.5,03:57:00,1956,02,17
"87km SSW of Alberto Oviedo Mota, B.C., MX",4.5,,,31.5,-115.5,01:13:00,1956,02,17
"87km SSW of Alberto Oviedo Mota, B.C., MX",4.6,,,31.5,-115.5,15:11:00,1956,02,18
"87km SSW of Alberto Oviedo Mota, B.C., MX",4.7,,,31.5,-115.5,06:54:00,1956,02,19
"87km SSW of Alberto Oviedo Mota, B.C., MX",4.5,,,31.5,-115.5,01:58:00,1956,02,19
"75km S of Alberto Oviedo Mota, B.C., MX",4.46,,,31.5663333,-115.3225,23:00:20,1956,02,21
"68km SSW of Alberto Oviedo Mota, B.C., MX",4.55,5.38,,31.6351667,-115.3431667,02:49:51,1956,02,21
"26km ENE of Ensenada, B.C., MX",4.09,,,31.9331667,-116.35,23:17:26,1956,02,23
"21km ENE of Maneadero, B.C., MX",4.67,5.22,,31.7543333,-116.3503333,20:22:25,1956,02,24
"86km ESE of Maneadero, B.C., MX",4.81,,,31.3546667,-115.7596667,16:59:36,1956,02,24
"82km ESE of Maneadero, B.C., MX",4.72,,,31.3986667,-115.7811667,14:04:42,1956,02,24
"83km SSW of Alberto Oviedo Mota, B.C., MX",4.55,,,31.4991667,-115.3506667,13:16:56,1956,02,24
"103km SSE of Maneadero, B.C., MX",4.86,,,30.9248333,-116.0063333,22:34:40,1956,02,25
"80km SSW of Alberto Oviedo Mota, B.C., MX",4.33,,,31.566,-115.5115,19:52:48,1956,02,25
"55km SSW of Alberto Oviedo Mota, B.C., MX",4.9,5.54,,31.7971667,-115.4606667,08:08:52,1956,02,25
"87km SSW of Alberto Oviedo Mota, B.C., MX",4.5,,,31.5,-115.5,08:18:00,1956,02,26
"88km SSW of Alberto Oviedo Mota, B.C., MX",4.62,5.53,,31.548,-115.6481667,05:49:23,1956,02,26
"81km SE of Maneadero, B.C., MX",4.19,,,31.1703333,-115.9975,18:16:59,1956,02,27
"35km E of Maneadero, B.C., MX",4.71,5.7,,31.6585,-116.206,09:01:17,1956,02,29
"47km E of Maneadero, B.C., MX",4.63,5.7,,31.7395,-116.0701667,02:52:58,1956,03,01
"73km ESE of Maneadero, B.C., MX",4.31,,,31.4508333,-115.865,20:27:04,1956,03,03
"78km SSW of Alberto Oviedo Mota, B.C., MX",4.21,,,31.5753333,-115.4758333,19:33:54,1956,03,03
"80km ESE of Maneadero, B.C., MX",5.04,6.25,,31.5228333,-115.7578333,18:23:15,1956,03,03
"69km ESE of Maneadero, B.C., MX",4.81,5.93,,31.5386667,-115.8668333,06:34:05,1956,03,03
"14km NNW of Grapevine, CA",4.16,,,35.0536667,-119.0075,06:24:14,1956,03,03
"64km ESE of Maneadero, B.C., MX",4.29,,,31.4003333,-116.0013333,23:52:45,1956,03,05
"42km E of Maneadero, B.C., MX",4.03,,,31.7228333,-116.1205,23:49:30,1956,03,05
"79km SW of Alberto Oviedo Mota, B.C., MX",4.09,,,31.6768333,-115.6991667,08:05:04,1956,03,05
"30km ESE of Maneadero, B.C., MX",4.01,,,31.5915,-116.285,07:24:44,1956,03,06
"75km ESE of Maneadero, B.C., MX",4.72,,,31.4613333,-115.8306667,15:29:29,1956,03,07
"47km ENE of Ensenada, B.C., MX",4.26,,,31.9603333,-116.1301667,13:36:28,1956,03,07
"22 km NW of Gabbs, Nevada",4.6,,,39.03,-118.07,07:26:20,1956,03,08
"92km ESE of Maneadero, B.C., MX",4.76,,,31.4603333,-115.6433333,04:25:03,1956,03,09
"59km ESE of Maneadero, B.C., MX",4.24,,,31.5,-116.0,00:33:49,1956,03,09
"36km ESE of Maneadero, B.C., MX",4.85,6.06,,31.6416667,-116.1973333,00:32:41,1956,03,09
"235km SSE of Maneadero, B.C., MX",4.57,,,29.8653333,-115.3761667,22:01:15,1956,03,10
"88km ESE of Maneadero, B.C., MX",5.09,,,31.3751667,-115.725,14:12:54,1956,03,10
"76km ESE of Maneadero, B.C., MX",4.64,,,31.4731667,-115.8155,15:49:43,1956,03,14
"82km SSW of Alberto Oviedo Mota, B.C., MX",4.11,,,31.607,-115.642,08:29:45,1956,03,14
"80km SW of Alberto Oviedo Mota, B.C., MX",4.12,,,31.6846667,-115.7191667,07:25:17,1956,03,14
